bez;ujahr;umonat;ustunde;uwochentag;ukategorie;uart;utyp1;ulichtverh;istrad;istpkw;istfuss;istkrad;istgkfz;istsonstige;ustrzustand;geometry
3;2019;3;15;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.41708 52.53527)
9;2019;3;7;3;3;5;2;0;1;0;0;0;0;1;0;POINT (13.59813 52.44159)
10;2019;3;15;3;3;6;4;0;0;0;1;0;0;1;0;POINT (13.61226 52.51165)
4;2019;3;7;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.31482 52.52554)
4;2019;3;13;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.29531 52.51947)
11;2019;3;19;4;3;6;2;2;0;1;1;0;0;0;1;POINT (13.4903 52.51469)
4;2019;3;12;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.33749 52.50397)
1;2019;3;13;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.36028 52.5373)
6;2019;3;11;3;3;5;7;0;1;1;0;0;0;0;0;POINT (13.32703 52.43987)
7;2019;3;13;3;3;1;7;0;0;1;0;0;0;1;0;POINT (13.32414 52.47278)
1;2019;3;11;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.35195 52.50641)
1;2019;3;11;3;2;5;2;0;1;1;0;0;0;0;0;POINT (13.37663 52.50936)
1;2019;3;13;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.36034 52.53724)
7;2019;3;11;3;3;5;2;0;0;1;0;1;0;0;0;POINT (13.39576 52.39692)
4;2019;3;9;3;3;6;4;0;1;0;1;0;0;0;0;POINT (13.32994 52.51444)
9;2019;3;8;3;3;3;6;0;0;0;0;1;0;1;0;POINT (13.57345 52.44998)
7;2019;3;15;3;2;6;4;0;0;1;1;0;0;0;0;POINT (13.35019 52.48136)
1;2019;3;7;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.37856 52.54475)
4;2019;3;15;3;3;2;6;0;0;1;0;0;0;1;0;POINT (13.32374 52.52137)
3;2019;3;7;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.4403 52.5671)
10;2019;3;6;3;3;6;4;1;0;1;1;0;0;0;0;POINT (13.61851 52.52136)
5;2019;3;15;3;3;0;2;0;0;1;0;0;0;1;0;POINT (13.20078 52.53849)
3;2019;3;15;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.39419 52.56508)
4;2019;3;19;4;3;5;3;2;1;1;0;0;0;0;1;POINT (13.30386 52.49953)
6;2019;3;8;2;3;5;3;0;1;0;0;0;0;1;0;POINT (13.30983 52.46659)
4;2019;3;21;2;3;6;2;2;1;0;1;0;0;0;0;POINT (13.30639 52.48832)
2;2019;3;19;2;3;5;3;2;0;1;0;0;0;1;1;POINT (13.45887 52.51142)
11;2019;3;16;3;2;5;7;0;0;1;0;1;0;0;0;POINT (13.48503 52.5333)
4;2019;3;19;2;3;2;6;2;0;1;0;0;0;0;1;POINT (13.28519 52.494)
2;2019;3;19;2;3;5;2;2;1;1;0;0;0;0;0;POINT (13.40794 52.50438)
4;2019;3;16;3;3;2;7;0;1;1;0;0;0;0;0;POINT (13.31331 52.51767)
7;2019;3;18;2;3;6;2;2;0;1;1;0;0;0;1;POINT (13.3619 52.48649)
1;2019;3;18;2;3;5;3;2;1;1;0;0;0;0;1;POINT (13.36027 52.50975)
8;2019;3;19;2;3;5;2;2;1;1;0;0;0;0;1;POINT (13.44885 52.48505)
5;2019;3;16;3;2;5;7;0;0;1;0;0;0;0;0;POINT (13.20137 52.54768)
7;2019;3;17;2;3;5;3;2;0;1;0;0;0;0;1;POINT (13.40313 52.46343)
7;2019;3;18;3;3;5;2;1;1;1;0;0;0;0;0;POINT (13.38599 52.39205)
1;2019;3;17;2;2;6;4;1;0;1;1;0;0;0;1;POINT (13.36684 52.52327)
8;2019;3;16;2;2;6;7;0;0;1;1;0;0;0;0;POINT (13.44372 52.47984)
2;2019;3;20;3;3;0;1;2;1;1;0;0;0;0;0;POINT (13.39687 52.49094)
9;2019;3;15;2;3;5;3;2;1;1;0;0;0;0;0;POINT (13.6125 52.45416)
1;2019;3;15;2;3;3;6;0;0;1;0;1;0;0;1;POINT (13.33963 52.50526)
6;2019;3;23;3;3;6;7;2;0;1;1;0;0;0;1;POINT (13.33657 52.44352)
4;2019;3;10;2;3;6;3;0;0;1;1;0;0;0;1;POINT (13.28012 52.51977)
10;2019;3;12;2;2;0;3;0;0;1;0;1;0;0;1;POINT (13.59334 52.53691)
6;2019;3;12;2;2;5;2;0;0;1;0;0;1;0;0;POINT (13.28708 52.45809)
4;2019;3;16;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.33429 52.50858)
11;2019;3;6;2;3;6;4;1;0;0;1;1;0;0;0;POINT (13.47738 52.53732)
1;2019;3;6;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.40584 52.53052)
2;2019;3;9;2;2;1;5;0;1;1;0;0;0;0;0;POINT (13.39231 52.50748)
12;2019;3;6;2;3;0;3;0;0;1;0;1;0;0;1;POINT (13.32487 52.60825)
7;2019;3;19;2;3;0;2;2;0;1;0;0;0;1;0;POINT (13.33256 52.46903)
1;2019;3;6;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.38929 52.51476)
1;2019;3;7;2;3;3;6;0;1;0;0;0;1;0;0;POINT (13.36007 52.53738)
3;2019;3;19;2;2;5;3;2;1;1;0;0;0;0;0;POINT (13.38977 52.57429)
3;2019;3;8;2;3;2;2;0;1;1;0;0;0;0;0;POINT (13.42385 52.54391)
2;2019;3;8;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.40675 52.49481)
6;2019;3;17;2;3;0;2;0;1;1;0;0;0;0;1;POINT (13.31229 52.43034)
3;2019;3;19;2;3;5;3;2;0;1;0;0;0;0;0;POINT (13.45857 52.55777)
1;2019;3;9;2;3;6;4;0;0;1;1;0;0;0;0;POINT (13.39084 52.53593)
1;2019;3;5;4;3;0;6;2;0;1;0;1;0;0;1;POINT (13.35308 52.55082)
1;2019;3;9;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.41642 52.51093)
4;2019;3;17;2;3;5;2;1;1;1;0;0;0;0;0;POINT (13.28037 52.51828)
6;2019;3;10;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.30959 52.43126)
4;2019;3;11;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.30432 52.51922)
5;2019;3;16;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.22602 52.55443)
4;2019;3;11;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.33197 52.49316)
4;2019;3;18;2;3;5;3;2;1;1;0;0;0;0;1;POINT (13.29674 52.51689)
1;2019;3;16;2;3;5;7;0;0;1;0;0;0;0;0;POINT (13.39968 52.50914)
2;2019;3;16;2;3;1;5;0;1;1;0;0;0;0;1;POINT (13.45549 52.51005)
11;2019;3;17;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.46687 52.52839)
2;2019;3;16;2;2;6;4;0;0;1;1;0;0;0;0;POINT (13.38848 52.49424)
7;2019;3;16;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.37861 52.46586)
1;2019;3;9;1;3;1;5;0;1;1;0;0;0;0;0;POINT (13.37344 52.51063)
1;2019;3;17;2;3;5;3;0;1;0;0;0;1;0;0;POINT (13.39172 52.53019)
2;2019;3;18;1;3;2;2;2;0;1;0;0;0;0;1;POINT (13.41467 52.48819)
8;2019;3;18;4;3;5;3;2;1;1;0;0;0;0;1;POINT (13.45384 52.48255)
4;2019;3;16;1;3;6;4;0;0;1;1;0;0;0;0;POINT (13.31384 52.49054)
4;2019;3;16;1;3;2;6;1;0;1;0;0;0;0;1;POINT (13.33103 52.49059)
2;2019;3;16;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.4136 52.4884)
6;2019;3;15;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.32212 52.45606)
1;2019;3;14;1;3;5;7;0;0;1;0;1;0;0;0;POINT (13.32405 52.52789)
5;2019;3;14;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.22582 52.55305)
10;2019;3;14;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.53971 52.53982)
6;2019;3;12;1;3;3;6;0;1;1;0;0;0;0;1;POINT (13.32816 52.42413)
3;2019;3;11;2;3;5;7;0;1;0;0;0;0;1;0;POINT (13.42115 52.54523)
7;2019;3;13;1;3;5;2;0;0;1;0;0;0;1;1;POINT (13.35024 52.41429)
6;2019;3;13;1;3;1;5;0;0;1;0;1;0;0;1;POINT (13.307 52.41969)
8;2019;3;10;2;3;5;3;0;1;0;0;0;0;1;1;POINT (13.42506 52.48082)
7;2019;3;12;1;3;5;3;0;0;1;0;0;0;0;1;POINT (13.37586 52.48026)
4;2019;3;12;1;3;5;3;0;0;1;0;0;0;0;1;POINT (13.29748 52.52651)
1;2019;3;11;1;3;1;5;0;0;1;0;1;0;0;0;POINT (13.38971 52.55018)
4;2019;3;10;2;3;6;4;0;1;0;1;0;0;0;0;POINT (13.33338 52.49301)
4;2019;3;9;1;3;2;6;0;0;1;0;0;0;0;1;POINT (13.27747 52.51264)
8;2019;3;17;4;3;2;6;2;0;1;0;0;0;0;1;POINT (13.45622 52.47378)
4;2019;3;6;1;3;3;6;0;0;1;0;0;0;0;1;POINT (13.31866 52.51384)
4;2019;3;18;1;3;5;2;1;0;1;0;1;0;0;1;POINT (13.31697 52.50245)
4;2019;3;9;2;3;5;2;0;0;1;0;1;0;0;0;POINT (13.33443 52.49847)
1;2019;3;19;1;3;5;3;2;1;1;0;0;0;0;1;POINT (13.3921 52.50779)
9;2019;3;19;1;3;5;3;2;1;1;0;0;0;0;1;POINT (13.52903 52.4265)
2;2019;3;8;2;2;6;2;0;0;0;1;0;1;0;0;POINT (13.3898 52.49591)
2;2019;3;20;1;2;5;3;2;1;1;0;0;0;0;1;POINT (13.41321 52.49173)
1;2019;3;22;1;2;5;2;2;0;1;0;0;0;0;1;POINT (13.3603 52.53731)
9;2019;3;8;2;3;5;3;0;1;1;0;0;0;0;1;POINT (13.45095 52.4919)
1;2019;3;23;1;2;6;4;2;0;1;1;0;0;0;0;POINT (13.37707 52.52881)
1;2019;3;8;2;3;5;3;0;1;1;0;0;0;0;1;POINT (13.38688 52.51074)
5;2019;3;17;1;2;6;4;1;0;1;1;0;0;0;1;POINT (13.19706 52.53515)
9;2019;3;8;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.55326 52.434)
2;2019;3;0;2;3;5;3;2;0;1;0;0;0;0;1;POINT (13.3875 52.49284)
11;2019;3;17;1;2;0;1;0;1;0;0;0;0;0;1;POINT (13.4991 52.51758)
5;2019;3;6;2;3;0;6;0;0;0;0;1;0;1;1;POINT (13.20275 52.5401)
10;2019;3;4;1;3;0;6;2;0;1;0;0;0;1;1;POINT (13.61461 52.50237)
1;2019;3;13;1;3;0;1;0;0;0;0;1;0;0;1;POINT (13.3544 52.54917)
6;2019;3;7;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.26757 52.40771)
12;2019;3;18;7;3;5;2;1;1;1;0;0;0;0;0;POINT (13.35623 52.59669)
8;2019;3;13;7;3;5;2;0;0;1;0;0;0;0;1;POINT (13.4442 52.46371)
4;2019;3;7;2;3;3;6;0;0;1;0;1;0;0;0;POINT (13.3083 52.50666)
9;2019;3;0;7;2;1;5;2;0;1;0;0;0;0;0;POINT (13.52972 52.41399)
4;2019;3;22;7;3;4;1;2;0;1;0;0;0;1;1;POINT (13.2789 52.52606)
1;2019;3;16;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.3808 52.5518)
3;2019;3;18;7;3;0;6;2;0;1;0;1;0;0;1;POINT (13.41296 52.54529)
3;2019;3;8;2;3;5;2;0;1;1;0;0;0;0;1;POINT (13.42968 52.57182)
1;2019;3;17;7;3;5;2;1;1;1;0;0;0;0;1;POINT (13.42328 52.52014)
5;2019;3;16;7;3;2;1;0;0;1;0;1;0;0;1;POINT (13.1841 52.53417)
5;2019;3;16;2;3;6;4;0;0;1;1;0;0;0;0;POINT (13.19733 52.52475)
2;2019;3;15;7;3;3;6;0;0;1;0;1;0;0;1;POINT (13.41832 52.49879)
4;2019;3;15;7;3;5;3;0;0;1;0;0;0;0;1;POINT (13.25612 52.50685)
12;2019;3;10;7;3;5;3;0;0;1;0;0;0;0;1;POINT (13.31057 52.56798)
3;2019;3;8;2;3;1;5;0;1;1;0;0;0;0;1;POINT (13.40851 52.56605)
6;2019;3;4;7;2;6;4;2;0;0;1;0;0;1;1;POINT (13.25017 52.42142)
2;2019;3;23;7;3;2;2;2;0;1;0;0;0;0;1;POINT (13.42106 52.48722)
6;2019;3;10;7;3;2;6;0;0;1;0;0;0;0;1;POINT (13.31491 52.41731)
3;2019;3;16;2;3;2;6;0;1;1;0;0;0;0;0;POINT (13.41848 52.57583)
1;2019;3;10;7;3;5;3;0;0;1;0;0;0;0;0;POINT (13.357 52.5421)
1;2019;3;23;7;3;9;1;2;0;1;0;0;0;0;1;POINT (13.38346 52.5561)
7;2019;3;13;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.34614 52.49877)
7;2019;3;16;2;3;2;6;0;0;1;0;0;1;0;0;POINT (13.36174 52.44717)
1;2019;3;17;6;3;6;4;1;0;1;1;0;0;0;0;POINT (13.40765 52.52463)
3;2019;3;16;2;3;3;6;0;0;1;0;0;0;1;0;POINT (13.46703 52.55703)
4;2019;3;18;6;3;5;2;2;1;1;0;0;0;0;0;POINT (13.30682 52.51726)
5;2019;3;14;6;3;5;3;0;0;1;0;0;0;0;0;POINT (13.17331 52.51432)
4;2019;3;14;2;3;1;5;0;0;1;0;1;0;0;0;POINT (13.28758 52.51578)
11;2019;3;13;6;3;5;2;0;0;1;0;0;0;0;0;POINT (13.46773 52.54645)
4;2019;3;12;6;3;3;1;0;1;0;0;0;0;1;0;POINT (13.32302 52.52125)
3;2019;3;18;6;3;5;3;2;0;1;0;0;0;0;0;POINT (13.46337 52.56007)
4;2019;3;14;2;2;5;2;0;0;1;0;1;0;0;0;POINT (13.29487 52.53963)
7;2019;3;12;6;3;6;4;0;1;0;1;0;0;0;0;POINT (13.35612 52.48598)
9;2019;3;18;4;2;6;2;2;0;1;1;0;0;0;1;POINT (13.55618 52.43374)
2;2019;3;12;6;3;5;7;0;0;1;0;0;0;0;0;POINT (13.43426 52.52272)
1;2019;3;6;6;3;2;6;2;0;1;0;0;0;1;1;POINT (13.35337 52.53391)
1;2019;3;19;6;3;2;2;2;0;1;0;0;0;0;0;POINT (13.38029 52.51361)
12;2019;3;14;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.35138 52.57147)
8;2019;3;19;6;2;6;7;2;1;0;1;0;0;0;0;POINT (13.49736 52.41856)
1;2019;3;18;4;3;5;2;1;1;1;0;0;0;0;1;POINT (13.37974 52.5402)
5;2019;3;18;6;2;1;1;2;0;1;0;0;0;0;0;POINT (13.16216 52.52262)
3;2019;3;1;6;3;5;5;2;0;1;0;0;0;0;0;POINT (13.4141 52.53278)
4;2019;3;18;1;3;6;2;1;0;1;1;0;0;0;0;POINT (13.31512 52.4906)
11;2019;3;1;6;3;0;1;2;1;0;0;0;0;0;0;POINT (13.52078 52.47439)
2;2019;3;15;5;2;5;2;0;1;1;0;0;0;0;0;POINT (13.45286 52.51241)
3;2019;3;14;1;3;2;6;0;0;1;0;0;0;0;1;POINT (13.42266 52.57085)
1;2019;3;17;5;3;2;2;1;0;1;0;0;0;0;0;POINT (13.37683 52.50941)
8;2019;3;17;5;3;6;4;0;1;0;1;0;0;0;0;POINT (13.44726 52.43835)
2;2019;3;16;5;3;2;3;0;1;0;0;0;0;1;0;POINT (13.41407 52.49839)
2;2019;3;19;1;3;6;2;2;0;1;1;0;0;0;1;POINT (13.4005 52.49056)
3;2019;3;13;5;3;6;3;0;0;1;1;0;0;0;0;POINT (13.41366 52.58289)
4;2019;3;12;1;3;6;2;0;0;1;1;0;0;0;0;POINT (13.27009 52.51064)
4;2019;3;14;5;3;2;2;0;0;0;0;0;0;1;0;POINT (13.33238 52.50615)
5;2019;3;14;5;2;5;3;0;1;0;0;1;0;0;0;POINT (13.19489 52.52763)
6;2019;3;12;1;3;5;7;0;0;1;0;1;0;0;1;POINT (13.31973 52.4528)
4;2019;3;12;5;3;5;3;0;0;1;0;0;0;0;0;POINT (13.29657 52.49268)
9;2019;3;13;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.53632 52.43283)
6;2019;3;14;5;3;0;7;0;0;1;0;0;0;0;0;POINT (13.29281 52.44634)
1;2019;3;8;5;3;5;7;0;0;1;0;1;0;0;0;POINT (13.4058 52.51934)
5;2019;3;7;1;3;0;5;0;0;1;0;0;0;0;0;POINT (13.23307 52.54548)
10;2019;3;8;5;2;0;6;0;0;1;0;0;0;1;0;POINT (13.5618 52.5054)
3;2019;3;14;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.39884 52.58335)
9;2019;3;8;1;3;5;3;0;1;1;0;0;0;0;1;POINT (13.61615 52.45497)
1;2019;3;1;5;3;3;6;2;0;1;0;0;0;0;0;POINT (13.39727 52.53662)
8;2019;3;19;5;3;5;3;2;0;1;0;0;0;0;0;POINT (13.43553 52.46908)
3;2019;3;18;5;2;4;2;2;0;1;0;1;0;0;0;POINT (13.46536 52.52343)
8;2019;3;10;1;3;2;6;0;0;0;0;0;0;1;0;POINT (13.43557 52.48386)
1;2019;3;18;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.33952 52.519)
4;2019;3;11;1;3;5;3;0;1;1;0;0;0;0;1;POINT (13.3125 52.49151)
5;2019;3;18;5;3;0;2;2;0;1;0;1;0;0;0;POINT (13.16705 52.55607)
10;2019;2;13;4;3;3;6;0;1;0;0;0;0;1;0;POINT (13.58191 52.50308)
10;2019;3;13;1;3;6;4;0;0;1;1;0;0;0;1;POINT (13.56361 52.49826)
8;2019;2;16;4;3;5;3;0;0;1;0;1;0;0;0;POINT (13.42964 52.49296)
4;2019;2;10;4;3;5;3;0;0;1;0;0;0;0;0;POINT (13.2739 52.50968)
8;2019;3;15;1;3;5;3;0;0;1;0;0;0;0;1;POINT (13.42879 52.45555)
5;2019;2;12;4;3;5;2;0;0;1;0;1;0;0;0;POINT (13.26481 52.5368)
8;2019;2;8;4;3;5;2;0;0;1;0;1;0;0;0;POINT (13.45566 52.43618)
12;2019;3;15;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28535 52.59516)
7;2019;2;8;4;3;5;7;0;0;1;0;1;0;0;0;POINT (13.38334 52.4837)
12;2019;2;15;4;3;5;3;0;0;1;0;0;0;0;0;POINT (13.32117 52.56578)
8;2019;2;15;4;2;5;2;0;0;1;0;0;0;0;0;POINT (13.46644 52.43355)
11;2019;3;16;1;3;2;6;0;0;1;0;0;0;0;1;POINT (13.47086 52.53194)
1;2019;2;16;4;2;6;4;0;0;1;1;0;0;0;0;POINT (13.3522 52.52425)
11;2019;3;19;1;3;6;4;2;0;1;1;0;0;0;1;POINT (13.48158 52.52677)
1;2019;2;16;4;2;3;6;1;1;0;0;0;0;0;0;POINT (13.42654 52.52303)
4;2019;2;16;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.30643 52.51761)
8;2019;3;21;1;2;6;4;2;0;1;1;0;0;0;1;POINT (13.45968 52.43183)
1;2019;2;17;4;3;6;7;1;0;1;1;0;0;0;0;POINT (13.38938 52.5136)
12;2019;2;11;4;3;6;7;0;0;1;1;0;0;0;0;POINT (13.28164 52.58938)
11;2019;2;11;4;2;5;2;0;0;1;0;1;0;0;0;POINT (13.50002 52.53118)
2;2019;3;22;1;3;2;6;2;1;0;0;0;1;0;1;POINT (13.38933 52.48975)
3;2019;2;11;4;2;6;4;0;0;1;1;0;0;0;0;POINT (13.40111 52.56565)
5;2019;3;5;4;2;6;4;2;0;1;1;0;0;0;1;POINT (13.16532 52.55105)
8;2019;3;8;1;3;3;6;0;0;0;0;0;0;1;1;POINT (13.42541 52.4797)
2;2019;3;19;4;3;5;2;2;0;1;0;1;0;0;1;POINT (13.41876 52.48753)
10;2019;3;12;1;3;0;1;0;0;0;0;1;0;0;1;POINT (13.53879 52.52467)
1;2019;3;10;7;3;5;2;0;1;1;0;0;0;0;0;POINT (13.40954 52.52889)
2;2019;3;15;4;3;5;3;0;1;1;0;0;0;0;1;POINT (13.458 52.50946)
7;2019;3;20;7;2;0;1;2;0;0;0;1;0;0;0;POINT (13.36114 52.4959)
9;2019;3;14;7;2;3;6;0;1;0;0;0;0;0;0;POINT (13.59838 52.4416)
1;2019;3;22;4;3;6;2;2;0;1;1;0;0;0;1;POINT (13.3429 52.52637)
9;2019;3;14;7;3;5;3;0;1;1;0;0;0;0;0;POINT (13.69266 52.44115)
5;2019;3;16;4;3;1;5;0;1;1;0;0;0;0;1;POINT (13.20594 52.54042)
11;2019;3;13;7;3;3;6;0;1;1;0;0;0;0;0;POINT (13.51443 52.53963)
8;2019;3;16;4;2;5;3;0;0;1;0;0;0;0;1;POINT (13.43514 52.42758)
7;2019;3;12;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.33352 52.46995)
1;2019;3;11;7;3;6;4;0;0;1;1;0;0;0;0;POINT (13.37912 52.52884)
1;2019;3;11;7;3;2;7;0;1;1;0;0;0;0;0;POINT (13.41592 52.52745)
7;2019;3;10;7;3;5;3;0;0;1;0;0;0;0;0;POINT (13.37444 52.47887)
6;2019;3;10;7;3;5;3;0;0;1;0;0;0;0;0;POINT (13.27525 52.46092)
8;2019;3;14;5;3;5;3;0;0;1;0;0;0;0;0;POINT (13.47974 52.41268)
4;2019;3;0;7;3;5;2;2;1;1;0;0;0;0;0;POINT (13.33116 52.50371)
12;2019;3;13;7;1;6;4;0;0;0;1;1;0;0;0;POINT (13.34783 52.56703)
4;2019;3;8;4;3;5;2;0;1;1;0;0;0;0;1;POINT (13.31423 52.5149)
10;2019;3;9;6;3;6;2;0;0;1;1;0;0;0;0;POINT (13.58304 52.52095)
5;2019;3;16;4;3;2;6;0;0;1;0;0;0;1;1;POINT (13.1578 52.59545)
1;2019;3;13;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.34113 52.54496)
10;2019;3;16;4;3;6;4;0;0;1;1;0;0;0;1;POINT (13.59214 52.54632)
2;2019;3;5;6;3;4;1;2;0;1;0;0;0;0;1;POINT (13.46696 52.50268)
6;2019;3;9;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.30369 52.43229)
1;2019;3;0;4;3;5;3;2;0;1;0;0;0;0;1;POINT (13.35158 52.52647)
5;2019;3;14;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.23139 52.53824)
8;2019;3;16;4;3;3;6;0;0;1;0;0;0;0;1;POINT (13.43379 52.44397)
5;2019;3;14;6;3;6;7;0;0;1;1;0;0;0;0;POINT (13.18781 52.50643)
7;2019;3;16;4;3;6;4;0;0;1;1;0;0;0;1;POINT (13.34592 52.49876)
5;2019;3;12;6;3;5;2;0;0;1;0;1;0;0;0;POINT (13.15783 52.54309)
8;2019;3;10;6;3;5;3;0;0;1;0;1;0;0;0;POINT (13.46218 52.43275)
5;2019;3;17;4;3;5;2;0;0;1;0;0;0;0;1;POINT (13.1824 52.53847)
5;2019;3;11;6;3;5;2;0;0;1;0;0;0;1;0;POINT (13.17 52.51855)
5;2019;3;12;6;3;0;6;0;0;0;0;1;0;1;0;POINT (13.19666 52.53082)
7;2019;3;22;5;3;5;3;2;0;1;0;0;0;0;0;POINT (13.38556 52.46712)
11;2019;3;15;4;3;0;1;0;1;0;0;0;0;0;1;POINT (13.49218 52.54394)
2;2019;3;14;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.41176 52.50334)
6;2019;3;14;6;2;0;6;0;0;0;0;0;0;1;0;POINT (13.34186 52.44171)
4;2019;3;12;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.30772 52.49897)
1;2019;3;14;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.40223 52.53091)
2;2019;3;18;4;3;0;5;1;0;1;0;1;0;0;1;POINT (13.40893 52.49001)
5;2019;3;14;6;3;5;3;0;1;1;0;0;0;0;0;POINT (13.181 52.49441)
5;2019;3;12;4;2;9;1;0;0;1;0;0;0;0;1;POINT (13.17409 52.58779)
8;2019;3;15;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.43445 52.46084)
4;2019;3;15;6;3;6;7;0;0;1;1;0;0;0;0;POINT (13.29411 52.49773)
1;2019;3;18;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.35155 52.50555)
1;2019;3;13;4;3;8;1;0;0;0;0;1;0;0;0;POINT (13.37973 52.5213)
4;2019;3;15;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.31849 52.50153)
1;2019;3;6;6;3;5;3;0;0;1;0;0;0;0;0;POINT (13.35554 52.51975)
6;2019;3;17;4;3;0;6;0;0;1;0;1;0;0;1;POINT (13.33067 52.45911)
4;2019;3;9;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.29469 52.53276)
4;2019;3;15;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.33699 52.48296)
9;2019;3;17;5;3;5;3;0;0;1;0;1;0;0;0;POINT (13.55362 52.4558)
4;2019;3;9;3;3;5;7;0;0;1;0;0;0;0;0;POINT (13.3138 52.50572)
11;2019;3;10;6;3;5;3;0;0;1;0;0;0;0;0;POINT (13.49036 52.51659)
1;2019;3;19;4;3;1;5;2;1;1;0;0;0;0;0;POINT (13.40438 52.52221)
12;2019;3;19;6;3;0;3;2;0;1;0;1;0;0;0;POINT (13.21728 52.61121)
10;2019;3;10;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.64099 52.52811)
3;2019;3;10;6;3;5;2;0;0;1;0;1;0;0;0;POINT (13.43105 52.59093)
1;2019;3;7;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.38562 52.5125)
2;2019;3;2;6;3;2;4;2;0;1;1;0;0;0;0;POINT (13.44677 52.50266)
2;2019;3;9;6;2;8;1;0;0;1;0;0;0;0;0;POINT (13.44458 52.5008)
2;2019;3;6;3;3;2;2;0;1;1;0;0;0;0;0;POINT (13.44184 52.50114)
2;2019;3;2;6;2;0;1;2;1;0;0;0;0;0;0;POINT (13.42112 52.49917)
5;2019;3;17;5;3;6;2;0;0;0;1;0;0;1;0;POINT (13.22879 52.53809)
10;2019;3;14;5;2;0;1;0;0;0;0;1;0;0;0;POINT (13.61379 52.51098)
8;2019;3;23;5;3;5;3;2;1;1;0;0;0;0;0;POINT (13.44196 52.48579)
1;2019;3;22;3;2;5;3;2;0;1;0;0;0;1;1;POINT (13.39074 52.51705)
6;2019;3;8;5;3;0;2;0;0;0;0;0;0;1;0;POINT (13.30982 52.43133)
2;2019;3;17;5;2;5;7;0;1;1;0;0;0;0;0;POINT (13.39105 52.49661)
12;2019;3;0;5;3;0;7;2;0;1;0;1;0;0;1;POINT (13.29141 52.60654)
9;2019;3;16;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.52942 52.41351)
10;2019;3;16;3;3;2;2;0;0;1;0;0;0;1;0;POINT (13.58096 52.50344)
9;2019;3;9;5;2;6;4;0;0;1;1;0;0;0;0;POINT (13.57665 52.45513)
9;2019;3;11;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.522 52.4023)
1;2019;3;8;5;3;1;5;0;1;1;0;0;0;1;0;POINT (13.3895 52.51282)
6;2019;3;15;3;3;2;2;0;1;1;0;0;0;0;0;POINT (13.27056 52.45102)
1;2019;3;8;5;3;0;2;0;0;1;0;0;0;1;0;POINT (13.37514 52.55676)
7;2019;3;14;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.40405 52.45983)
4;2019;3;7;5;3;3;6;0;1;1;0;0;0;0;0;POINT (13.29218 52.49673)
