bez;ujahr;umonat;ustunde;uwochentag;ukategorie;uart;utyp1;ulichtverh;istrad;istpkw;istfuss;istkrad;istgkfz;istsonstige;ustrzustand;geometry
3;2018;6;16;2;2;5;3;0;1;1;0;0;0;0;0;POINT (13.41402998 52.54760718)
10;2018;7;13;1;3;5;2;0;0;1;0;1;0;0;0;POINT (13.56488203 52.49324174)
4;2018;7;13;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.28096969 52.47683056)
9;2018;6;16;2;2;5;3;0;1;1;0;0;0;0;0;POINT (13.49300554 52.46775868)
4;2018;6;14;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.33098703 52.5014477)
3;2018;7;7;7;3;5;3;0;0;1;0;0;0;0;0;POINT (13.42746196 52.54977074)
10;2018;7;11;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.5192759 52.5164334)
1;2018;6;15;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.37985321 52.54017764)
2;2018;7;10;2;3;6;4;0;1;0;1;0;0;0;0;POINT (13.39041449 52.50736583)
2;2018;6;15;2;2;6;7;0;0;1;1;0;0;0;0;POINT (13.40142412 52.49843015)
11;2018;7;14;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.51453608 52.53529124)
9;2018;7;10;2;3;3;6;0;0;1;0;1;0;0;0;POINT (13.5592692 52.43519727)
4;2018;6;14;2;3;5;3;0;0;1;0;0;0;1;0;POINT (13.29036932 52.4916263)
4;2018;7;10;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.32648891 52.51930681)
11;2018;6;16;6;2;6;4;0;0;0;1;1;0;0;0;POINT (13.4848013 52.5336322)
3;2018;7;9;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42797185 52.54004682)
1;2018;6;13;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.38779871 52.52248452)
3;2018;6;15;5;2;3;6;0;0;1;0;1;0;0;0;POINT (13.43344602 52.55924362)
4;2018;6;12;2;3;3;6;0;0;1;0;1;0;0;0;POINT (13.32661926 52.53944792)
12;2018;7;10;1;3;0;2;0;1;1;0;0;0;0;0;POINT (13.31524455 52.57791651)
5;2018;7;9;2;3;0;2;0;1;1;0;0;0;0;0;POINT (13.20752106 52.52886338)
12;2018;6;12;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.2922512 52.58106457)
10;2018;7;8;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.60711185 52.52988435)
6;2018;6;10;5;3;2;6;0;0;1;0;1;0;0;0;POINT (13.2787964 52.4309034)
9;2018;7;13;7;2;5;2;0;0;1;0;0;0;1;0;POINT (13.54134157 52.43549461)
6;2018;7;8;2;3;2;2;0;0;1;0;0;0;0;0;POINT (13.31074199 52.44806657)
9;2018;6;11;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.5192321 52.45399712)
5;2018;7;8;2;3;5;2;0;1;0;0;0;1;0;0;POINT (13.21122582 52.52736008)
1;2018;6;9;6;3;5;3;0;1;1;0;0;0;0;0;POINT (13.33775994 52.52527723)
6;2018;7;7;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.3114116 52.43565272)
1;2018;6;10;2;3;6;7;0;0;1;1;0;0;0;0;POINT (13.34148293 52.52553442)
5;2018;7;7;2;3;4;6;0;1;0;0;0;0;0;0;POINT (13.20454054 52.53979971)
1;2018;6;13;5;3;2;6;0;0;1;0;1;0;0;0;POINT (13.34575754 52.50669028)
4;2018;6;12;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.30815209 52.50003684)
9;2018;7;7;2;3;5;3;0;0;1;0;1;0;0;0;POINT (13.4898647 52.46780498)
6;2018;6;8;2;3;6;4;0;0;0;1;1;0;0;0;POINT (13.30130674 52.42413065)
10;2018;7;7;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.5767559 52.51323335)
6;2018;6;10;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.32564788 52.45550189)
2;2018;6;7;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.45245548 52.51840355)
4;2018;7;8;1;3;0;2;0;0;1;0;0;0;1;0;POINT (13.3079402 52.4885321)
12;2018;7;7;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.3241286 52.58762845)
1;2018;6;7;2;2;5;3;0;1;1;0;0;0;0;0;POINT (13.39209073 52.50958352)
11;2018;7;7;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.47481164 52.53282055)
1;2018;6;7;5;3;0;1;0;1;0;0;0;0;0;0;POINT (13.33422355 52.52871416)
11;2018;7;0;7;2;5;3;2;1;1;0;0;0;0;0;POINT (13.47558492 52.50144553)
2;2018;7;7;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.46839565 52.4996644)
7;2018;6;7;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.36385792 52.47669522)
4;2018;7;12;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.32421233 52.50225622)
5;2018;6;4;6;2;5;3;0;1;1;0;0;0;0;0;POINT (13.20955906 52.55170081)
3;2018;7;6;2;3;5;3;0;0;1;0;1;0;0;0;POINT (13.36938605 52.59738364)
4;2018;6;17;2;3;0;4;0;1;0;1;0;0;0;0;POINT (13.30429608 52.51290304)
1;2018;7;9;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.40119277 52.51041613)
4;2018;6;6;2;3;5;2;0;0;1;0;0;0;0;0;POINT (13.32624785 52.53801522)
11;2018;6;11;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.52708795 52.49214335)
12;2018;6;15;2;3;2;6;0;0;1;0;1;0;0;0;POINT (13.32916147 52.56348569)
1;2018;7;19;7;3;3;6;0;0;1;0;0;0;1;0;POINT (13.36001572 52.52356128)
3;2018;7;7;2;3;0;6;0;1;1;0;0;0;0;0;POINT (13.44058726 52.56689733)
4;2018;6;17;2;3;2;6;0;0;1;0;1;0;0;0;POINT (13.33346106 52.50675598)
10;2018;7;7;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.5762114 52.51314236)
4;2018;6;7;5;2;1;5;0;1;1;0;0;0;0;0;POINT (13.32537924 52.51792459)
2;2018;6;18;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.45230206 52.51249786)
3;2018;6;9;2;3;3;6;0;1;0;0;0;0;0;0;POINT (13.41417896 52.55361719)
8;2018;7;7;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.45398362 52.46920369)
6;2018;7;7;2;3;1;5;0;0;1;0;0;0;0;0;POINT (13.34832191 52.45198735)
4;2018;6;16;2;2;5;3;0;0;0;0;1;0;1;0;POINT (13.31347353 52.51518749)
3;2018;7;8;2;3;1;5;0;0;1;0;0;0;0;0;POINT (13.39580559 52.57489793)
11;2018;6;6;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.48042938 52.49910039)
9;2018;6;21;6;2;6;4;1;0;1;1;0;0;0;0;POINT (13.48687961 52.45948995)
4;2018;7;8;2;2;6;4;0;0;1;1;0;0;0;0;POINT (13.32605145 52.49445864)
1;2018;6;14;2;3;6;7;0;1;0;1;0;0;0;0;POINT (13.38964937 52.54660565)
7;2018;7;9;2;3;0;1;0;1;0;0;0;0;0;0;POINT (13.3458813 52.49999125)
1;2018;6;9;2;3;2;2;0;0;1;0;0;0;0;1;POINT (13.35371145 52.50555365)
2;2018;6;7;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.45871423 52.52045425)
9;2018;6;15;2;3;2;2;0;1;1;0;0;0;0;0;POINT (13.60929991 52.44891014)
8;2018;7;23;1;3;5;3;2;0;1;0;1;0;0;0;POINT (13.43024512 52.46623161)
6;2018;6;16;2;3;0;1;0;0;0;0;1;0;0;0;POINT (13.16188617 52.42071998)
3;2018;6;9;2;2;0;1;0;1;0;0;0;0;0;0;POINT (13.42403606 52.54615148)
4;2018;7;16;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28198962 52.5338183)
3;2018;7;16;1;3;6;4;0;1;0;1;0;0;0;0;POINT (13.414779 52.55356389)
9;2018;6;20;1;3;1;5;0;1;1;0;0;0;0;0;POINT (13.51075729 52.45724886)
8;2018;7;7;1;3;3;6;0;1;0;0;0;0;1;0;POINT (13.49105274 52.42452108)
12;2018;6;9;5;3;5;2;0;1;0;0;0;1;0;0;POINT (13.31519905 52.57655623)
9;2018;6;17;6;3;1;7;0;1;1;0;0;0;0;0;POINT (13.53804845 52.39818221)
4;2018;7;20;1;3;5;2;0;0;1;0;1;0;0;0;POINT (13.32026742 52.47669105)
1;2018;6;8;1;2;3;6;0;1;0;0;0;0;0;0;POINT (13.38863585 52.56140423)
5;2018;6;20;5;2;5;2;0;1;1;0;0;0;0;0;POINT (13.20789486 52.55403386)
5;2018;6;20;1;3;5;2;0;1;0;0;0;0;1;0;POINT (13.2038622 52.53990217)
1;2018;6;20;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.39794547 52.53493162)
7;2018;7;18;1;3;6;7;0;0;1;1;0;0;0;0;POINT (13.35128665 52.500188)
3;2018;6;20;1;3;2;6;0;0;1;0;0;0;1;0;POINT (13.41399333 52.55362854)
9;2018;6;18;5;3;0;1;0;0;0;0;1;0;0;0;POINT (13.55902283 52.44864134)
7;2018;6;20;1;2;5;2;0;0;1;0;0;0;0;0;POINT (13.39121509 52.43192794)
8;2018;7;14;1;3;3;6;0;1;1;0;0;0;0;0;POINT (13.43859623 52.45256457)
1;2018;7;18;1;3;0;7;0;1;1;0;0;0;0;0;POINT (13.36704546 52.51742653)
1;2018;6;20;1;3;5;7;1;0;1;0;0;0;0;0;POINT (13.33331216 52.52437764)
6;2018;6;14;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.26673431 52.44226372)
4;2018;6;19;1;3;2;3;0;0;1;0;0;0;0;0;POINT (13.316569 52.51625291)
4;2018;7;14;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.29564117 52.53051697)
1;2018;7;18;1;3;1;1;0;1;1;0;0;0;0;0;POINT (13.38408105 52.52974537)
5;2018;6;18;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.20080543 52.53218857)
12;2018;7;17;1;3;2;2;0;0;1;0;0;0;0;0;POINT (13.36332582 52.58075977)
2;2018;6;14;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.39098631 52.49240191)
7;2018;7;16;1;3;6;2;0;0;1;1;0;0;0;0;POINT (13.3610002 52.49592532)
1;2018;6;18;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.36301592 52.54879121)
12;2018;6;15;5;3;5;3;0;0;1;0;1;0;0;0;POINT (13.32908211 52.56712097)
2;2018;6;18;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42183309 52.52647427)
7;2018;7;9;1;3;2;2;0;1;1;0;0;0;0;0;POINT (13.34515258 52.48921812)
3;2018;7;16;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.41243277 52.53799173)
3;2018;6;17;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.36954357 52.59103471)
1;2018;7;16;1;3;3;6;0;0;1;0;1;0;0;0;POINT (13.40005551 52.52957039)
4;2018;6;10;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.33025678 52.51319232)
12;2018;7;11;7;2;2;6;0;0;0;0;1;0;0;0;POINT (13.36596107 52.60450347)
7;2018;7;16;1;3;0;2;0;0;0;0;0;0;1;0;POINT (13.34590005 52.49883758)
9;2018;6;16;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.52236813 52.42831376)
1;2018;7;13;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.40663169 52.51344065)
9;2018;7;15;1;3;4;6;0;1;1;0;0;0;0;0;POINT (13.52074487 52.46027184)
6;2018;6;16;1;3;0;2;0;1;1;0;0;0;0;0;POINT (13.23362145 52.43859314)
8;2018;6;13;5;2;6;7;0;0;1;1;0;0;0;0;POINT (13.51261786 52.41536544)
2;2018;7;22;7;2;5;3;2;0;1;0;0;0;0;0;POINT (13.39940055 52.49828716)
2;2018;7;15;1;3;6;4;0;1;0;1;0;0;0;0;POINT (13.44640957 52.49869581)
8;2018;6;16;1;3;1;5;0;0;1;0;0;0;0;0;POINT (13.42227226 52.41320565)
7;2018;7;15;1;3;5;7;0;0;1;0;1;0;0;0;POINT (13.33353683 52.46974148)
3;2018;6;11;6;3;2;2;0;0;1;0;0;0;0;0;POINT (13.38464577 52.59119568)
8;2018;7;14;1;3;1;5;0;1;1;0;0;0;0;0;POINT (13.43757126 52.48286237)
12;2018;6;16;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.31141172 52.57021339)
6;2018;7;14;1;3;3;6;0;1;0;0;0;1;0;0;POINT (13.32743821 52.42834823)
3;2018;6;7;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.43254291 52.60510652)
6;2018;6;16;1;3;5;3;0;0;1;0;1;0;0;0;POINT (13.28311135 52.43287816)
7;2018;7;7;1;3;1;5;0;1;1;0;0;0;0;0;POINT (13.34918549 52.46944543)
3;2018;7;14;1;3;2;6;0;1;0;0;0;0;0;0;POINT (13.42859671 52.5830883)
4;2018;6;14;1;3;1;6;0;0;1;0;0;0;0;0;POINT (13.32076298 52.48653698)
2;2018;7;14;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.44549975 52.49921744)
2;2018;6;17;4;3;1;5;0;1;1;0;0;0;0;0;POINT (13.41016491 52.50290399)
8;2018;6;20;6;2;3;6;1;1;1;0;0;0;0;0;POINT (13.43354316 52.445206)
6;2018;6;13;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.25659337 52.42889794)
9;2018;6;16;5;3;2;6;0;1;1;0;0;0;0;0;POINT (13.5090511 52.4529207)
5;2018;7;13;3;3;0;2;0;1;1;0;0;0;0;0;POINT (13.20059252 52.5385993)
11;2018;7;13;3;3;6;4;0;0;1;1;0;0;0;0;POINT (13.5077398 52.54521043)
1;2018;7;8;6;3;5;7;0;0;1;0;0;0;0;0;POINT (13.38546003 52.55009728)
10;2018;7;11;3;3;0;1;0;1;0;0;0;0;0;0;POINT (13.61235322 52.51128318)
4;2018;7;16;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.3266599 52.51678805)
2;2018;7;13;5;2;3;6;0;1;0;0;0;0;0;0;POINT (13.44060359 52.5169988)
8;2018;7;10;3;3;5;7;0;0;1;0;0;0;0;0;POINT (13.4245619 52.48441004)
1;2018;7;9;5;3;6;7;0;0;1;0;0;0;1;0;POINT (13.38658981 52.51790638)
4;2018;7;10;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.30232024 52.54789053)
1;2018;7;11;5;3;2;2;0;1;1;0;0;0;0;0;POINT (13.39605205 52.5382145)
2;2018;7;9;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.38076306 52.4926808)
2;2018;7;2;5;3;5;3;2;0;1;0;0;0;0;0;POINT (13.41413699 52.49857936)
5;2018;7;7;5;3;1;5;0;1;1;0;0;0;0;0;POINT (13.23277698 52.52825803)
1;2018;7;8;3;3;5;3;0;0;1;0;1;0;0;0;POINT (13.36440612 52.52672159)
2;2018;7;2;5;3;5;2;2;0;1;0;0;0;0;0;POINT (13.42963596 52.52324037)
4;2018;7;15;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28206864 52.53380266)
8;2018;7;8;3;3;1;7;0;0;1;0;0;0;1;0;POINT (13.43528595 52.43424505)
1;2018;7;0;5;3;0;7;2;1;0;0;0;0;0;0;POINT (13.35253436 52.50964066)
11;2018;7;16;3;3;0;1;0;0;0;0;1;0;0;0;POINT (13.49081712 52.54315283)
9;2018;7;22;5;3;5;3;2;1;1;0;0;0;0;0;POINT (13.52233056 52.42856313)
4;2018;7;17;5;3;5;2;0;0;1;0;0;0;0;0;POINT (13.30741481 52.48850823)
2;2018;7;23;3;3;5;2;2;1;1;0;0;0;0;1;POINT (13.39520508 52.49617013)
7;2018;7;20;5;3;4;6;1;1;1;0;0;0;0;0;POINT (13.37320194 52.47710394)
4;2018;7;6;3;3;3;6;0;0;1;0;0;0;1;0;POINT (13.33245625 52.50413215)
1;2018;7;20;5;3;1;5;0;1;1;0;0;0;0;0;POINT (13.40569464 52.53019904)
11;2018;7;22;3;3;5;3;2;1;1;0;0;0;0;1;POINT (13.47521406 52.50161046)
11;2018;7;19;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.49664293 52.53948456)
9;2018;7;19;5;3;5;3;1;0;1;0;1;0;0;0;POINT (13.44439261 52.49294068)
8;2018;7;6;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.44753947 52.47606639)
8;2018;7;19;5;2;1;5;0;1;1;0;0;0;0;0;POINT (13.426437 52.48737013)
7;2018;7;19;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.32856918 52.47346803)
11;2018;7;5;3;3;0;1;0;0;0;0;1;0;0;1;POINT (13.49330997 52.53413478)
2;2018;7;19;5;3;5;3;0;1;0;0;0;0;0;0;POINT (13.39792329 52.49825194)
10;2018;7;5;3;3;0;1;0;0;0;0;1;0;0;1;POINT (13.51947594 52.52278805)
2;2018;7;0;3;3;5;3;2;1;1;0;0;0;0;1;POINT (13.41452205 52.50011898)
6;2018;7;18;5;3;0;2;0;0;1;0;1;0;0;0;POINT (13.33884925 52.45104065)
7;2018;7;0;3;3;5;2;2;0;1;0;0;0;0;1;POINT (13.40129384 52.41450498)
12;2018;7;20;3;3;5;3;1;1;1;0;0;0;0;0;POINT (13.32685935 52.56252447)
6;2018;7;16;5;3;2;6;0;1;0;0;0;0;1;0;POINT (13.31546705 52.44939511)
11;2018;7;17;5;3;4;5;0;1;1;0;0;0;0;0;POINT (13.4866346 52.5442404)
4;2018;7;17;3;3;5;3;0;0;1;0;1;0;0;1;POINT (13.30443797 52.48846947)
1;2018;7;16;5;3;1;1;0;1;1;0;0;0;0;0;POINT (13.36797115 52.55729002)
9;2018;7;17;3;3;5;3;0;0;1;0;0;0;1;0;POINT (13.59353569 52.44634428)
3;2018;7;16;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.43049892 52.55177053)
9;2018;7;16;5;3;3;2;0;1;1;0;0;0;0;0;POINT (13.50872696 52.45261774)
4;2018;7;16;3;3;5;3;0;0;1;0;0;0;0;1;POINT (13.31983797 52.46880704)
1;2018;7;16;3;3;2;6;0;0;1;0;1;0;0;1;POINT (13.35355681 52.51635492)
7;2018;7;16;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.34256797 52.46468262)
7;2018;7;16;3;3;2;2;0;0;1;0;0;0;0;1;POINT (13.36129239 52.41259499)
3;2018;7;15;5;3;5;2;0;0;1;0;1;0;0;0;POINT (13.4142793 52.57213901)
1;2018;7;16;3;3;1;5;0;1;1;0;0;0;1;1;POINT (13.38985244 52.51062578)
1;2018;7;15;5;3;3;6;0;1;1;0;0;0;0;0;POINT (13.36089716 52.52384071)
2;2018;7;16;3;3;6;2;0;0;1;1;0;0;0;0;POINT (13.4319266 52.51509237)
11;2018;7;15;5;3;6;2;0;0;1;1;0;0;0;0;POINT (13.46828296 52.54654639)
5;2018;7;16;3;3;5;3;0;0;1;0;1;0;0;1;POINT (13.20211449 52.53497769)
3;2018;7;15;5;3;5;3;0;1;0;0;1;0;0;0;POINT (13.40260995 52.55423691)
11;2018;7;16;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.50648224 52.50875234)
4;2018;7;16;3;3;2;7;0;1;1;0;0;0;0;1;POINT (13.29600081 52.48221961)
12;2018;7;15;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.31576152 52.56708968)
4;2018;7;22;3;2;6;4;2;0;1;1;0;0;0;1;POINT (13.30203979 52.50788411)
5;2018;7;19;3;2;2;6;0;0;1;0;0;0;0;0;POINT (13.18121951 52.54826222)
7;2018;7;14;5;3;2;2;0;0;1;0;0;0;0;0;POINT (13.37838902 52.42464631)
3;2018;7;18;3;3;1;5;0;1;1;0;0;0;0;1;POINT (13.41550776 52.5599018)
9;2018;7;14;5;2;6;4;0;1;0;1;0;0;0;0;POINT (13.52489148 52.45919182)
3;2018;7;12;5;3;2;6;0;1;1;0;0;0;0;0;POINT (13.41012345 52.53353685)
9;2018;7;22;3;3;8;1;2;0;0;0;1;0;0;0;POINT (13.56221172 52.43703774)
2;2018;7;12;5;3;1;5;0;1;0;0;0;1;0;0;POINT (13.44755829 52.4980308)
11;2018;7;7;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.47233221 52.50423087)
1;2018;7;18;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.35946877 52.52329234)
3;2018;7;12;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.45439163 52.54014829)
1;2018;7;23;2;3;5;2;2;1;0;0;0;0;1;1;POINT (13.41951182 52.52519844)
6;2018;7;19;5;3;0;6;0;0;1;0;0;0;1;0;POINT (13.3220037 52.45659647)
4;2018;7;15;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.32679626 52.50868293)
1;2018;7;18;5;3;5;3;0;0;1;0;0;0;0;0;POINT (13.35647065 52.52556921)
5;2018;7;19;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.18129505 52.53406155)
2;2018;7;14;2;2;5;2;0;1;0;0;0;1;0;0;POINT (13.37697535 52.5019633)
11;2018;7;19;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.49459045 52.48925695)
2;2018;7;19;5;3;1;5;0;1;1;0;0;0;1;0;POINT (13.44266379 52.50117179)
8;2018;7;11;2;3;5;5;0;0;1;0;0;0;0;0;POINT (13.43352646 52.47847716)
9;2018;7;21;5;3;1;5;0;0;1;0;0;0;0;0;POINT (13.52641635 52.4603069)
6;2018;7;11;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.31928943 52.41304206)
12;2018;7;11;4;3;5;2;0;0;1;0;0;0;0;0;POINT (13.36051697 52.59691423)
2;2018;7;10;2;3;1;5;0;0;0;0;1;0;1;0;POINT (13.38358755 52.5035758)
2;2018;7;0;4;3;2;6;2;1;0;0;1;0;0;0;POINT (13.47527407 52.51170852)
12;2018;7;9;4;3;3;6;0;0;1;0;0;0;1;0;POINT (13.32329935 52.56064224)
3;2018;7;9;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.42658935 52.5438225)
11;2018;7;14;4;3;5;7;0;0;1;0;1;0;0;0;POINT (13.50109977 52.56078417)
1;2018;7;11;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.34902078 52.51474177)
6;2018;7;9;2;3;1;7;0;0;1;0;0;0;1;0;POINT (13.29133318 52.45804813)
1;2018;7;11;4;3;6;4;0;0;1;1;0;0;0;0;POINT (13.40351111 52.52314753)
1;2018;7;10;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.3546183 52.54386099)
5;2018;7;8;2;3;2;6;0;0;0;0;1;0;1;0;POINT (13.20043152 52.54986981)
10;2018;7;9;4;2;5;3;0;1;1;0;0;0;0;0;POINT (13.5338208 52.52410076)
2;2018;7;8;2;3;2;2;0;0;1;0;0;0;1;0;POINT (13.41965668 52.49648411)
11;2018;7;19;7;3;1;5;0;1;1;0;0;0;0;0;POINT (13.50189579 52.56918373)
4;2018;7;8;2;3;5;2;0;0;1;0;0;0;0;0;POINT (13.29671897 52.54812451)
2;2018;7;9;4;3;5;7;0;1;1;0;0;0;0;0;POINT (13.46775294 52.49633034)
7;2018;7;21;7;2;9;1;0;0;1;0;0;0;0;0;POINT (13.35826049 52.49847859)
4;2018;7;9;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.31527494 52.51474109)
8;2018;7;3;7;3;0;7;2;1;0;0;0;0;0;0;POINT (13.42659177 52.4765575)
2;2018;7;8;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.45235233 52.51248959)
1;2018;7;8;4;3;1;7;0;1;1;0;0;0;0;0;POINT (13.40535969 52.51237408)
9;2018;7;8;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.57130086 52.45154582)
12;2018;7;14;7;3;5;3;0;0;1;0;0;0;1;0;POINT (13.37696123 52.56075832)
9;2018;7;14;6;3;0;2;0;1;1;0;0;0;0;0;POINT (13.51697572 52.46178008)
8;2018;7;5;2;3;2;6;0;0;1;0;0;1;0;0;POINT (13.46456575 52.47030964)
3;2018;7;6;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.43655827 52.59249387)
7;2018;7;5;2;3;1;5;0;0;1;0;1;0;0;0;POINT (13.33560234 52.46780012)
1;2018;7;12;6;2;6;4;0;0;1;1;0;0;0;0;POINT (13.40255902 52.52985282)
4;2018;7;22;6;3;5;3;2;1;1;0;0;0;0;0;POINT (13.2496453 52.51557264)
4;2018;7;15;2;3;2;7;0;0;0;0;0;1;1;0;POINT (13.33100152 52.506772)
1;2018;7;14;4;2;5;3;0;1;1;0;0;0;0;0;POINT (13.34333418 52.52896058)
4;2018;7;11;2;2;5;3;0;1;1;0;0;0;0;0;POINT (13.30947995 52.51025626)
2;2018;7;20;6;3;5;7;1;1;1;0;0;0;0;0;POINT (13.4220129 52.49917802)
4;2018;7;13;2;2;5;2;0;0;1;0;0;0;0;0;POINT (13.32595165 52.50928175)
5;2018;7;7;4;2;4;6;0;0;1;0;0;0;1;0;POINT (13.23813466 52.54245756)
8;2018;7;9;2;2;6;3;0;0;1;1;0;0;0;0;POINT (13.45433481 52.45291376)
2;2018;7;19;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.39455617 52.49197129)
10;2018;7;14;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.57269571 52.54992317)
8;2018;7;18;6;3;5;2;0;0;1;0;1;0;0;0;POINT (13.45408058 52.47972505)
8;2018;7;9;2;2;4;1;0;0;1;0;0;1;1;0;POINT (13.45564061 52.47396954)
4;2018;7;9;4;3;0;3;0;0;1;0;0;0;1;0;POINT (13.27809732 52.50673415)
3;2018;7;12;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.44555722 52.53459739)
10;2018;7;18;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.54024799 52.52594884)
6;2018;7;16;6;3;5;2;0;0;1;0;0;0;0;0;POINT (13.3546629 52.42915219)
4;2018;7;8;2;2;3;6;0;0;1;0;1;0;0;0;POINT (13.27483681 52.500908)
6;2018;7;0;4;3;8;1;2;0;1;0;0;0;0;0;POINT (13.18659061 52.4256551)
4;2018;7;14;2;3;0;1;0;1;0;0;0;0;0;0;POINT (13.28127233 52.50079382)
8;2018;7;14;6;3;3;6;0;1;0;0;0;0;1;0;POINT (13.45414837 52.47483973)
11;2018;7;3;4;3;0;7;2;1;0;0;0;0;0;0;POINT (13.51914839 52.51130569)
2;2018;7;22;2;2;2;6;2;0;1;0;0;0;0;0;POINT (13.40094567 52.49842582)
2;2018;7;10;4;2;0;1;0;1;0;0;0;0;0;0;POINT (13.4547997 52.5101844)
1;2018;7;14;6;3;6;4;0;0;1;1;0;0;0;0;POINT (13.39534005 52.53924466)
4;2018;7;12;4;3;0;7;0;1;0;0;0;0;0;0;POINT (13.26019825 52.5168024)
2;2018;7;13;6;3;5;3;0;0;1;0;0;0;0;0;POINT (13.46942248 52.52037706)
9;2018;7;21;2;3;1;5;1;1;1;0;0;0;0;0;POINT (13.54806018 52.43922077)
2;2018;7;19;2;3;0;6;0;0;1;0;1;0;0;0;POINT (13.46482735 52.49768795)
6;2018;7;18;4;3;1;6;0;1;1;0;0;0;0;0;POINT (13.33643702 52.45348226)
4;2018;7;18;2;3;3;6;0;0;1;0;0;0;0;0;POINT (13.29103167 52.51910388)
5;2018;7;13;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.21058391 52.5673576)
6;2018;7;19;4;3;1;5;0;1;0;0;0;0;1;0;POINT (13.24787373 52.43910503)
12;2018;7;13;6;3;5;3;0;0;1;0;0;0;0;0;POINT (13.3033636 52.64122831)
